HJD,UT Date,Camera,FWHM,Limit,mag,mag_err,flux(mJy),flux_err,Filter
2458704.739,2019-08-09.2352358,bG,1.49,16.322,16.041,0.169,1.392,0.215,g
2458704.74,2019-08-09.2365119,bG,1.47,16.286,16.123,0.189,1.29,0.222,g
2458708.621,2019-08-13.1179885,bG,1.46,16.039,16.039,99.99,1.245,0.279,g
2458708.623,2019-08-13.1192638,bG,1.51,16.191,16.191,99.99,0.986,0.242,g
2458708.624,2019-08-13.1205386,bG,1.52,16.096,16.096,99.99,1.032,0.265,g
2458709.433,2019-08-13.9297233,bo,1.41,15.925,15.925,99.99,0.956,0.31,g
2458709.434,2019-08-13.9309333,bo,1.99,15.823,15.823,99.99,1.409,0.34,g
2458709.436,2019-08-13.9321377,bo,2.01,15.98,15.98,99.99,0.969,0.295,g
2458709.631,2019-08-14.1271284,bG,1.43,15.926,15.926,99.99,0.562,0.309,g
2458709.632,2019-08-14.1283982,bG,1.48,15.765,15.765,99.99,0.414,0.359,g
2458709.633,2019-08-14.1296577,bG,1.4,15.81,15.81,99.99,0.83,0.344,g
2458712.702,2019-08-17.1987780,bk,1.46,16.06,16.06,99.99,0.927,0.274,g
2458712.703,2019-08-17.1999866,bk,1.48,16.086,16.086,99.99,0.093,0.267,g
2458712.704,2019-08-17.2012047,bk,1.43,15.83,13.721,0.031,11.796,0.339,g
2458713.654,2019-08-18.1508086,bk,1.46,14.968,14.968,99.99,1.096,0.748,g
2458713.679,2019-08-18.1756207,bG,1.52,16.423,16.423,99.99,0.92,0.196,g
2458713.68,2019-08-18.1768978,bG,1.48,16.223,16.223,99.99,1.177,0.235,g
2458713.681,2019-08-18.1781686,bG,1.56,16.3,16.3,99.99,0.749,0.219,g
2458714.509,2019-08-19.0060333,bk,1.49,16.464,16.003,0.143,1.441,0.189,g
2458714.51,2019-08-19.0072548,bk,1.52,16.459,16.097,0.157,1.322,0.19,g
2458714.512,2019-08-19.0084739,bk,1.54,16.319,16.319,99.99,0.554,0.216,g
2458714.684,2019-08-19.1813421,bk,1.53,14.418,14.418,99.99,3.147,1.241,g
2458714.686,2019-08-19.1825625,bk,1.4,15.109,14.815,0.167,4.305,0.657,g
2458714.687,2019-08-19.1837818,bk,1.51,14.513,14.513,99.99,-1.202,1.137,g
2458715.522,2019-08-20.0193097,bk,1.54,17.033,16.122,0.095,1.293,0.112,g
2458715.523,2019-08-20.0205206,bk,1.54,17.012,15.848,0.075,1.663,0.114,g
2458715.525,2019-08-20.0217373,bk,1.47,17.082,16.215,0.099,1.186,0.107,g
2458716.293,2019-08-20.789925,bo,1.44,17.249,16.237,0.086,1.162,0.092,g
2458716.294,2019-08-20.7911280,bo,1.49,17.284,16.15,0.077,1.258,0.089,g
2458716.295,2019-08-20.7923481,bo,1.53,17.322,16.414,0.095,0.987,0.086,g
2458716.52,2019-08-21.0166937,bG,1.43,17.029,16.499,0.135,0.913,0.112,g
2458716.521,2019-08-21.0179666,bG,1.43,17,16.204,0.105,1.198,0.115,g
2458716.522,2019-08-21.0192331,bG,1.45,16.967,16.252,0.113,1.146,0.119,g
2458716.706,2019-08-21.2033938,bG,1.36,16.465,16.465,99.99,0.7,0.188,g
2458716.708,2019-08-21.2046601,bG,1.41,16.238,16.04,0.183,1.393,0.232,g
2458716.709,2019-08-21.2059449,bG,1.44,16.623,16.623,99.99,0.22,0.163,g
2458717.51,2019-08-22.0068942,bk,1.51,17.13,15.913,0.071,1.567,0.102,g
2458717.511,2019-08-22.0081156,bk,1.5,17.151,16.24,0.095,1.159,0.1,g
2458717.512,2019-08-22.0093325,bk,1.5,17.097,16.144,0.091,1.266,0.105,g
2458717.703,2019-08-22.1999266,bG,1.51,16.645,16.645,99.99,0.781,0.16,g
2458717.704,2019-08-22.2012020,bG,1.43,16.525,16.34,0.185,1.057,0.178,g
2458717.705,2019-08-22.2024689,bG,1.45,16.401,16.026,0.155,1.412,0.2,g
2458718.678,2019-08-23.1749609,bG,1.48,17,16.545,0.144,0.874,0.115,g
2458718.679,2019-08-23.1762288,bG,1.42,16.976,16.325,0.12,1.072,0.118,g
2458718.68,2019-08-23.1774950,bG,1.48,16.938,16.301,0.122,1.095,0.122,g
2458718.699,2019-08-23.1958569,bG,1.47,16.81,16.56,0.174,0.863,0.137,g
2458718.7,2019-08-23.1971342,bG,1.43,16.832,16.073,0.109,1.352,0.134,g
2458718.701,2019-08-23.1983975,bG,1.52,16.801,16.315,0.14,1.081,0.138,g
2458719.62,2019-08-24.1175605,bk,1.5,17.071,15.888,0.074,1.603,0.108,g
2458719.621,2019-08-24.1187917,bk,1.51,17.014,16.312,0.115,1.085,0.114,g
2458719.623,2019-08-24.1200225,bk,1.46,17.109,16.356,0.11,1.041,0.104,g
2458719.7,2019-08-24.1970630,bG,1.39,16.867,16.2,0.118,1.203,0.13,g
2458719.701,2019-08-24.1983399,bG,1.46,16.983,16.246,0.111,1.153,0.117,g
2458719.702,2019-08-24.1996131,bG,1.43,16.942,16.31,0.123,1.086,0.121,g
2458720.606,2019-08-25.1032615,bk,1.43,17.065,16.432,0.122,0.971,0.108,g
2458720.607,2019-08-25.1044728,bk,1.46,16.994,15.757,0.07,1.809,0.116,g
2458720.608,2019-08-25.1056912,bk,1.45,17.049,16.154,0.096,1.254,0.11,g
2458722.318,2019-08-26.8153314,bo,1.48,99.99,99.99,99.99,99.99,99.99,g
2458722.319,2019-08-26.8165319,bo,1.4,99.99,99.99,99.99,99.99,99.99,g
2458724.261,2019-08-28.7585862,bo,1.48,17.224,16.378,0.1,1.021,0.094,g
2458724.262,2019-08-28.7598006,bo,1.42,17.426,16.336,0.08,1.061,0.078,g
2458724.263,2019-08-28.7610155,bo,1.55,99.99,99.99,99.99,99.99,99.99,g
2458724.366,2019-08-28.8640611,bo,1.49,17.178,16.137,0.084,1.274,0.098,g
2458724.367,2019-08-28.8652616,bo,1.4,17.275,16.725,0.132,0.741,0.089,g
2458724.369,2019-08-28.8664714,bo,1.41,99.99,99.99,99.99,99.99,99.99,g
2458725.419,2019-08-29.9165918,bo,1.46,99.99,99.99,99.99,99.99,99.99,g
2458725.42,2019-08-29.9178101,bo,1.42,17.058,16.187,0.098,1.217,0.109,g
2458725.421,2019-08-29.9190074,bo,1.43,99.99,99.99,99.99,99.99,99.99,g
2458726.583,2019-08-31.0815331,bk,1.45,17.099,15.988,0.079,1.462,0.105,g
2458726.68,2019-08-31.1779089,bG,1.46,16.796,16.158,0.122,1.25,0.139,g
2458726.681,2019-08-31.1791847,bG,1.46,16.963,16.162,0.105,1.245,0.119,g
2458726.682,2019-08-31.1804571,bG,1.4,16.974,16.86,0.198,0.655,0.118,g
2458727.354,2019-08-31.8523349,bo,1.45,99.99,99.99,99.99,99.99,99.99,g
2458727.355,2019-08-31.8535416,bo,1.43,17.155,16.355,0.105,1.043,0.1,g
2458727.357,2019-08-31.8547450,bo,1.43,17.207,16.361,0.101,1.036,0.095,g
2458727.668,2019-09-01.1665846,bG,1.39,16.839,16.192,0.121,1.212,0.134,g
2458727.67,2019-09-01.1678497,bG,1.46,16.918,16.266,0.12,1.131,0.124,g
2458727.671,2019-09-01.1691122,bG,1.44,16.85,16.255,0.127,1.143,0.132,g
2458728.563,2019-09-02.0615744,bk,1.48,16.99,16.563,0.148,0.861,0.116,g
2458728.565,2019-09-02.0627947,bk,1.45,17.081,16.205,0.098,1.196,0.107,g
2458728.566,2019-09-02.0640096,bk,1.49,17.033,16.269,0.108,1.128,0.112,g
2458728.672,2019-09-02.1700572,bG,1.4,16.797,16.309,0.14,1.087,0.139,g
2458728.673,2019-09-02.1713329,bG,1.42,16.828,16.338,0.14,1.059,0.135,g
2458729.652,2019-09-03.1505510,bG,1.39,16.869,16.512,0.158,0.902,0.13,g
2458729.654,2019-09-03.1520023,bG,1.46,16.918,16.361,0.131,1.037,0.124,g
2458729.655,2019-09-03.1532651,bG,1.44,16.85,16.303,0.132,1.093,0.132,g
2458729.668,2019-09-03.1663784,bG,1.47,17.077,16.475,0.126,0.933,0.107,g
2458729.669,2019-09-03.1676475,bG,1.5,16.948,16.276,0.118,1.121,0.121,g
2458729.671,2019-09-03.1689212,bG,1.44,16.832,16.117,0.113,1.299,0.134,g
2458730.345,2019-09-03.8436141,bo,1.41,17.028,16.316,0.114,1.08,0.112,g
2458730.346,2019-09-03.8448337,bo,1.49,17.018,16.458,0.131,0.949,0.113,g
2458730.348,2019-09-03.8460545,bo,1.46,17.007,16.188,0.103,1.216,0.114,g
2458730.647,2019-09-04.1452953,bG,1.45,16.743,16.07,0.118,1.355,0.146,g
2458730.648,2019-09-04.1465694,bG,1.47,16.976,16.344,0.123,1.053,0.118,g
2458730.649,2019-09-04.1478339,bG,1.39,16.918,16.262,0.12,1.135,0.124,g
2458731.665,2019-09-05.1637837,bG,1.64,16.427,16.199,0.178,1.203,0.195,g
2458731.667,2019-09-05.1650465,bG,2.12,16.386,16.091,0.167,1.329,0.203,g
2458731.668,2019-09-05.1663104,bG,2.06,16.467,15.977,0.14,1.477,0.188,g
2458736.654,2019-09-10.1533972,bk,1.44,15.656,15.656,99.99,1.104,0.397,g
2458736.656,2019-09-10.1546068,bk,1.44,15.863,15.863,99.99,1.415,0.328,g
2458738.644,2019-09-12.1430232,bk,1.53,15.934,15.934,99.99,0.45,0.307,g
2458738.645,2019-09-12.1442391,bk,1.43,15.961,15.961,99.99,1.244,0.3,g
2458738.646,2019-09-12.1454575,bk,1.53,15.865,15.865,99.99,1.331,0.327,g
2458739.639,2019-09-13.1382680,bG,1.69,14.42,14.42,99.99,1.255,1.239,g
2458739.64,2019-09-13.1395375,bG,1.49,14.435,14.435,99.99,2.979,1.222,g
2458740.638,2019-09-14.1370381,bG,1.52,15.712,15.712,99.99,1.371,0.377,g
2458740.639,2019-09-14.1383041,bG,1.41,15.731,15.731,99.99,0.408,0.37,g
2458740.64,2019-09-14.1395716,bG,1.48,15.751,15.751,99.99,1.565,0.364,g
2458741.383,2019-09-14.8824114,bo,1.61,15.445,15.445,99.99,1.2,0.482,g
2458741.384,2019-09-14.8836344,bo,1.99,15.154,15.154,99.99,1.334,0.63,g
2458741.385,2019-09-14.8848479,bo,1.58,14.913,14.913,99.99,1.447,0.787,g
2458742.379,2019-09-15.8783988,bo,1.46,15.838,15.838,99.99,1.005,0.336,g
2458742.38,2019-09-15.8796181,bo,1.47,15.652,15.652,99.99,1.52,0.398,g
2458742.381,2019-09-15.8808163,bo,1.43,15.683,15.683,99.99,1.072,0.387,g
2458742.634,2019-09-16.1337332,bG,1.43,16.051,16.051,99.99,0.859,0.276,g
2458742.635,2019-09-16.1350092,bG,1.45,16.132,16.132,99.99,1.066,0.256,g
2458742.637,2019-09-16.1362768,bG,1.44,16.103,15.793,0.165,1.748,0.263,g
2458743.358,2019-09-16.8580314,bo,1.49,16.176,16.176,99.99,1.07,0.246,g
2458743.36,2019-09-16.8592413,bo,1.5,16.199,16.199,99.99,1.039,0.241,g
2458743.361,2019-09-16.8604460,bo,1.52,16.287,16.287,99.99,1.105,0.222,g
2458743.631,2019-09-17.1307067,bG,1.56,15.915,15.915,99.99,1.065,0.313,g
2458743.632,2019-09-17.1319784,bG,1.53,16.072,16.072,99.99,1.263,0.271,g
2458743.634,2019-09-17.1332545,bG,1.58,15.924,15.924,99.99,1.075,0.31,g
2458744.327,2019-09-17.8268101,bo,1.38,16.697,16.364,0.161,1.034,0.152,g
2458744.328,2019-09-17.8280142,bo,1.37,16.818,16.191,0.123,1.212,0.136,g
2458744.33,2019-09-17.8292333,bo,1.42,16.838,16.199,0.122,1.203,0.134,g
2458744.627,2019-09-18.1267891,bG,1.63,16.356,16.323,0.213,1.074,0.208,g
2458744.628,2019-09-18.1280603,bG,1.5,16.193,16.193,99.99,1.011,0.242,g
2458744.63,2019-09-18.1293349,bG,1.6,16.233,16.233,99.99,1.01,0.233,g
2458745.624,2019-09-19.1234660,bG,1.54,16.636,16.212,0.148,1.189,0.161,g
2458745.625,2019-09-19.1247386,bG,1.54,16.516,16.274,0.175,1.123,0.18,g
2458745.626,2019-09-19.1260013,bG,1.6,16.477,16.148,0.162,1.262,0.186,g
2458746.357,2019-09-19.8570053,bo,1.5,16.486,16.074,0.15,1.351,0.185,g
2458746.358,2019-09-19.8582516,bo,1.42,16.566,16.352,0.18,1.045,0.172,g
2458746.36,2019-09-19.8595141,bo,1.44,16.522,16.376,0.192,1.022,0.179,g
2458747.351,2019-09-20.8513456,bo,1.44,99.99,99.99,99.99,99.99,99.99,g
2458747.353,2019-09-20.8525623,bo,1.51,99.99,99.99,99.99,99.99,99.99,g
2458747.354,2019-09-20.8537793,bo,1.5,99.99,99.99,99.99,99.99,99.99,g
2458747.62,2019-09-21.1201709,bG,1.43,16.815,16.811,0.219,0.684,0.136,g
2458747.621,2019-09-21.1214461,bG,1.45,16.978,16.488,0.14,0.922,0.117,g
2458748.61,2019-09-22.1104597,bG,1.48,16.9,16.547,0.158,0.874,0.126,g
2458748.612,2019-09-22.1117310,bG,1.5,16.712,16.346,0.156,1.051,0.15,g
2458748.613,2019-09-22.1130247,bG,1.47,16.795,16.43,0.157,0.972,0.139,g
2458750.246,2019-09-23.7467560,bo,1.43,99.99,99.99,99.99,99.99,99.99,g
2458750.248,2019-09-23.7479740,bo,1.47,17.323,16.687,0.122,0.768,0.086,g
2458750.249,2019-09-23.7491918,bo,1.47,99.99,99.99,99.99,99.99,99.99,g
2458750.609,2019-09-24.1088474,bG,1.44,16.874,16.402,0.142,0.999,0.129,g
2458750.61,2019-09-24.1101160,bG,1.47,16.757,16.497,0.172,0.915,0.144,g
2458750.611,2019-09-24.1113747,bG,1.45,16.808,16.417,0.153,0.984,0.137,g
2458751.582,2019-09-25.0827228,bG,1.54,16.748,16.094,0.12,1.325,0.145,g
2458751.606,2019-09-25.1061605,bG,2,16.752,16.191,0.131,1.213,0.145,g
2458751.607,2019-09-25.1074266,bG,2.02,16.723,16.332,0.153,1.064,0.149,g
2458751.608,2019-09-25.1086912,bG,2.03,16.737,16.037,0.115,1.397,0.147,g
2458752.292,2019-09-25.7928309,bo,1.42,17.158,16.459,0.115,0.947,0.099,g
2458752.294,2019-09-25.7940393,bo,1.41,17.292,16.435,0.1,0.968,0.088,g
2458752.295,2019-09-25.7952432,bo,1.5,17.132,16.253,0.098,1.145,0.102,g
2458752.606,2019-09-26.1068400,bG,1.46,16.749,16.568,0.186,0.857,0.145,g
2458752.608,2019-09-26.1081105,bG,1.57,16.826,16.265,0.131,1.133,0.135,g
2458752.609,2019-09-26.1093787,bG,1.47,16.746,16.349,0.152,1.048,0.145,g
2458753.604,2019-09-27.1046429,bG,1.51,16.688,16.384,0.166,1.014,0.153,g
2458753.605,2019-09-27.1059199,bG,1.45,16.746,16.266,0.141,1.132,0.145,g
2458753.607,2019-09-27.1071962,bG,1.48,16.89,16.33,0.131,1.066,0.127,g
2458754.331,2019-09-27.8313812,bo,1.44,17.049,16.447,0.126,0.958,0.11,g
2458754.332,2019-09-27.8325850,bo,1.49,16.979,16.405,0.129,0.995,0.117,g
2458754.333,2019-09-27.8337984,bo,1.46,17.012,16.353,0.119,1.044,0.114,g
2458754.6,2019-09-28.1009413,bG,1.45,16.787,16.295,0.139,1.102,0.14,g
2458754.601,2019-09-28.1022151,bG,1.53,16.762,16.176,0.128,1.228,0.143,g
2458754.603,2019-09-28.1034789,bG,1.46,16.783,16.588,0.183,0.841,0.141,g
2458755.576,2019-09-29.0767847,bk,1.45,17.043,16.582,0.143,0.846,0.111,g
2458755.577,2019-09-29.0780072,bk,1.46,16.847,15.478,0.062,2.338,0.133,g
2458755.578,2019-09-29.0792243,bk,1.53,16.967,16.119,0.1,1.296,0.119,g
2458756.593,2019-09-30.0940697,bG,1.44,16.82,16.28,0.133,1.117,0.136,g
2458756.594,2019-09-30.0953402,bG,1.53,16.817,16.349,0.143,1.048,0.136,g
2458756.596,2019-09-30.0966125,bG,1.5,16.781,16.399,0.154,1,0.141,g
2458757.59,2019-10-01.0905439,bG,1.46,16.691,16.181,0.137,1.223,0.153,g
2458757.591,2019-10-01.0918319,bG,1.5,16.767,16.365,0.151,1.033,0.143,g
2458757.592,2019-10-01.0931087,bG,1.48,16.702,16.09,0.125,1.331,0.151,g
2458758.332,2019-10-01.8328971,bo,1.38,16.995,16.326,0.118,1.071,0.116,g
2458758.333,2019-10-01.8341129,bo,1.46,16.99,16.219,0.108,1.182,0.116,g
2458758.334,2019-10-01.8353271,bo,1.47,16.993,16.316,0.117,1.081,0.116,g
2458758.59,2019-10-02.0911353,bG,1.51,16.792,16.146,0.121,1.263,0.139,g
2458758.591,2019-10-02.0924381,bG,1.49,16.733,16.604,0.195,0.829,0.147,g
2458758.593,2019-10-02.0937046,bG,1.5,16.698,16.049,0.121,1.382,0.152,g
2458763.571,2019-10-07.0725020,bG,1.48,16.31,16.31,99.99,0.929,0.217,g
2458763.572,2019-10-07.0737629,bG,1.49,16.277,16.277,99.99,0.918,0.224,g
2458763.573,2019-10-07.0750371,bG,1.44,16.376,16.376,99.99,0.679,0.205,g
2458764.517,2019-10-08.0190422,bG,1.45,16.555,16.503,0.209,0.909,0.173,g
2458764.519,2019-10-08.0203200,bG,1.43,16.416,16.357,0.208,1.04,0.197,g
2458764.52,2019-10-08.0215817,bG,1.44,16.507,15.946,0.131,1.519,0.181,g
2458765.524,2019-10-09.0255347,bk,1.46,14.356,14.356,99.99,-0.129,1.314,g
2458765.525,2019-10-09.0267549,bk,1.47,99.99,99.99,99.99,99.99,99.99,g
2458765.526,2019-10-09.0279826,bk,1.46,99.99,99.99,99.99,99.99,99.99,g
2458766.531,2019-10-10.0324863,bG,1.49,16.205,16.165,0.211,1.242,0.239,g
2458766.532,2019-10-10.0337535,bG,1.52,16.433,16.433,99.99,0.645,0.194,g
2458766.533,2019-10-10.0350357,bG,1.46,16.381,16,0.155,1.445,0.204,g
2458766.566,2019-10-10.0681437,bG,1.54,15.719,15.719,99.99,0.487,0.375,g
2458766.568,2019-10-10.0694082,bG,1.45,15.942,15.942,99.99,1.049,0.305,g
2458766.569,2019-10-10.0706758,bG,1.55,15.874,15.874,99.99,0.811,0.325,g
2458767.268,2019-10-10.7700310,bo,1.45,16.221,16.183,0.212,1.221,0.236,g
2458767.269,2019-10-10.7712386,bo,1.42,16.398,16.371,0.214,1.028,0.2,g
2458767.271,2019-10-10.7724599,bo,1.44,16.213,16.213,99.99,0.458,0.238,g
2458767.547,2019-10-11.0494256,bk,1.52,14.883,14.153,0.112,7.923,0.809,g
2458767.549,2019-10-11.0506447,bk,1.51,15.101,15.101,99.99,-0.557,0.662,g
2458767.55,2019-10-11.0518675,bk,1.44,15.053,13.42,0.049,15.557,0.696,g
